manufacturer,nombreproducto,price,img_src,url
GENEVE,RING SOLITAIRE,"2.360,00 €",https://www.genevecompany.com/36749-large_default/geneve-jewels-ring-solitaire-gg22527.jpg ,https://www.genevecompany.com/en/ring/201630-geneve-jewels-ring-solitaire-gg22527.html
GENEVE,RING HALO,"2.490,00 €",https://www.genevecompany.com/29631-large_default/geneve-jewels-ring-halo-gg217333.jpg ,https://www.genevecompany.com/en/ring/198745-geneve-jewels-ring-halo-gg217333.html
GENEVE,RING HALO,"2.460,00 €",https://www.genevecompany.com/35133-large_default/geneve-jewels-ring-halo-mv1296.jpg ,https://www.genevecompany.com/en/ring/200987-geneve-jewels-ring-halo-mv1296.html
GENEVE,RING HALF ETERNITY,"2.495,00 €",https://www.genevecompany.com/34689-large_default/geneve-jewels-ring-half-eternity-gg22080.jpg ,https://www.genevecompany.com/en/ring/199605-geneve-jewels-ring-half-eternity-gg22080.html
GENEVE,RING HALO,"2.510,00 €",https://www.genevecompany.com/34226-large_default/geneve-jewels-ring-halo-gg22263.jpg ,https://www.genevecompany.com/en/ring/200305-geneve-jewels-ring-halo-gg22263.html
GENEVE,RING,"2.490,00 €",https://www.genevecompany.com/36046-large_default/geneve-jewels-ring-gg13387.jpg ,https://www.genevecompany.com/en/ring/123694-geneve-jewels-ring-gg13387.html
GENEVE,RING CLUSTER,"1.020,00 €",https://www.genevecompany.com/28630-large_default/geneve-jewels-ring-cluster-gg21069.jpg ,https://www.genevecompany.com/en/ring/196306-geneve-jewels-ring-cluster-gg21069.html
GENEVE,RING ETERNITY,"1.085,00 €",https://www.genevecompany.com/34827-large_default/geneve-jewels-ring-eternity-gg21731.jpg ,https://www.genevecompany.com/en/ring/198743-geneve-jewels-ring-eternity-gg21731.html
GENEVE,RING CLUSTER,"990,00 €",https://www.genevecompany.com/26550-large_default/geneve-jewels-ring-cluster-gg21538.jpg ,https://www.genevecompany.com/en/ring/197625-geneve-jewels-ring-cluster-gg21538.html
GENEVE,RING HALF ETERNITY,"1.055,00 €",https://www.genevecompany.com/34916-large_default/geneve-jewels-ring-half-eternity-gg22380.jpg ,https://www.genevecompany.com/en/ring/200828-geneve-jewels-ring-half-eternity-gg22380.html
GENEVE,RING SOLITAIRE,"985,00 €",https://www.genevecompany.com/36050-large_default/geneve-jewels-ring-solitaire-og58271.jpg ,https://www.genevecompany.com/en/ring/128575-geneve-jewels-ring-solitaire-og58271.html
GENEVE,RING ETERNITY,"1.055,00 €",https://www.genevecompany.com/34873-large_default/geneve-jewels-ring-eternity-gg22380.jpg ,https://www.genevecompany.com/en/ring/200829-geneve-jewels-ring-eternity-gg22380.html
GENEVE,RING,"1.110,00 €",https://www.genevecompany.com/34829-large_default/geneve-jewels-ring-gg21138.jpg ,https://www.genevecompany.com/en/ring/196171-geneve-jewels-ring-gg21138.html
GENEVE,RING HALF ETERNITY,"2.530,00 €",https://www.genevecompany.com/32636-large_default/geneve-jewels-ring-half-eternity-gg21996.jpg ,https://www.genevecompany.com/en/ring/199465-geneve-jewels-ring-half-eternity-gg21996.html
GENEVE,RING HALO,"1.085,00 €",https://www.genevecompany.com/33700-large_default/geneve-jewels-ring-halo-gg21730.jpg ,https://www.genevecompany.com/en/ring/198741-geneve-jewels-ring-halo-gg21730.html
GENEVE,RING HALF ETERNITY,"1.140,00 €",https://www.genevecompany.com/34112-large_default/geneve-jewels-ring-half-eternity-gg22248.jpg ,https://www.genevecompany.com/en/ring/199989-geneve-jewels-ring-half-eternity-gg22248.html
GENEVE,RING CLUSTER,"1.120,00 €",https://www.genevecompany.com/35117-large_default/geneve-jewels-ring-cluster-mv1295.jpg ,https://www.genevecompany.com/en/ring/200986-geneve-jewels-ring-cluster-mv1295.html
GENEVE,RING ENGAGEMENT,"1.205,00 €",https://www.genevecompany.com/34401-large_default/geneve-jewels-ring-engagement-gg20386.jpg ,https://www.genevecompany.com/en/ring/194887-geneve-jewels-ring-engagement-gg20386.html
GENEVE,RING HALF ETERNITY,"1.170,00 €",https://www.genevecompany.com/34113-large_default/geneve-jewels-ring-half-eternity-gg22248.jpg ,https://www.genevecompany.com/en/ring/199990-geneve-jewels-ring-half-eternity-gg22248.html
GENEVE,RING ETERNITY,"1.120,00 €",https://www.genevecompany.com/32624-large_default/geneve-jewels-ring-eternity-gg22018.jpg ,https://www.genevecompany.com/en/ring/199485-geneve-jewels-ring-eternity-gg22018.html
GENEVE,RING CLUSTER,"1.320,00 €",https://www.genevecompany.com/31004-large_default/geneve-jewels-ring-cluster-gg21971.jpg ,https://www.genevecompany.com/en/ring/199295-geneve-jewels-ring-cluster-gg21971.html
GENEVE,RING CLUSTER,"1.200,00 €",https://www.genevecompany.com/31020-large_default/geneve-jewels-ring-cluster-gg21972.jpg ,https://www.genevecompany.com/en/ring/199296-geneve-jewels-ring-cluster-gg21972.html
GENEVE,RING HALF ETERNITY,"1.335,00 €",https://www.genevecompany.com/36570-large_default/geneve-jewels-ring-half-eternity-gg22556.jpg ,https://www.genevecompany.com/en/ring/201689-geneve-jewels-ring-half-eternity-gg22556.html
GENEVE,RING HALO,"1.335,00 €",https://www.genevecompany.com/34879-large_default/geneve-jewels-ring-halo-gg22370.jpg ,https://www.genevecompany.com/en/ring/200912-geneve-jewels-ring-halo-gg22370.html
GENEVE,RING WEDDING,"1.290,00 €",https://www.genevecompany.com/33982-large_default/geneve-jewels-ring-wedding-gg20887.jpg ,https://www.genevecompany.com/en/ring/195830-geneve-jewels-ring-wedding-gg20887.html
GENEVE,RING ETERNITY,"1.280,00 €",https://www.genevecompany.com/32693-large_default/geneve-jewels-ring-eternity-gg22190.jpg ,https://www.genevecompany.com/en/ring/199791-geneve-jewels-ring-eternity-gg22190.html
GENEVE,RING HALO,"1.425,00 €",https://www.genevecompany.com/32223-large_default/geneve-jewels-ring-halo-mv1264.jpg ,https://www.genevecompany.com/en/ring/199001-geneve-jewels-ring-halo-mv1264.html
GENEVE,RING ENGAGEMENT,"1.455,00 €",https://www.genevecompany.com/34825-large_default/geneve-jewels-ring-engagement-gg20400.jpg ,https://www.genevecompany.com/en/ring/194898-geneve-jewels-ring-engagement-gg20400.html
GENEVE,RING HALF ETERNITY,"1.335,00 €",https://www.genevecompany.com/34262-large_default/geneve-jewels-ring-half-eternity-gg22211.jpg ,https://www.genevecompany.com/en/ring/199947-geneve-jewels-ring-half-eternity-gg22211.html
GENEVE,RING ETERNITY,"1.460,00 €",https://www.genevecompany.com/34107-large_default/geneve-jewels-ring-eternity-gg22257.jpg ,https://www.genevecompany.com/en/ring/200001-geneve-jewels-ring-eternity-gg22257.html
GENEVE,RING HALO,"1.410,00 €",https://www.genevecompany.com/31022-large_default/geneve-jewels-ring-halo-gg21933.jpg ,https://www.genevecompany.com/en/ring/199245-geneve-jewels-ring-halo-gg21933.html
GENEVE,RING HALF ETERNITY,"1.450,00 €",https://www.genevecompany.com/32654-large_default/geneve-jewels-ring-half-eternity-gg22033.jpg ,https://www.genevecompany.com/en/ring/199501-geneve-jewels-ring-half-eternity-gg22033.html
